No	標準的な表記	読み	語彙の難易度	品詞1	品詞2(詳細)	語種
18632	四つ	ヨッツ	1.初級前半	名詞	名詞-数詞 and 接尾辞-名詞的-助数詞	和語
18535	ヨット	ヨット	3.中級前半	名詞	名詞-普通名詞-一般	外来語
18536	酔っ払い	ヨッパライ	3.中級前半	名詞	名詞-普通名詞-一般	和語
18537	酔っ払う	ヨッパラウ	3.中級前半	動詞1類	動詞-一般	和語
18538	予定	ヨテイ	3.中級前半	名詞	名詞-普通名詞-サ変可能	漢語
18539	与党	ヨトウ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18540	夜通し	ヨドオシ	4.中級後半	副詞	副詞	和語
18541	夜中	ヨナカ	3.中級前半	名詞	名詞-普通名詞-副詞可能	和語
18542	夜泣き	ヨナキ	5.上級前半	名詞	名詞-普通名詞-一般	和語
18543	夜なべ	ヨナベ	6.上級後半	名詞	名詞-普通名詞-一般	和語
18544	夜逃げ	ヨニゲ	5.上級前半	名詞	名詞-普通名詞-一般	和語
18545	余熱	ヨネツ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18546	世の中	ヨノナカ	4.中級後半	名詞	名詞-普通名詞-一般	和語
18548	余白	ヨハク	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18549	予備	ヨビ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
18550	呼び起こす	ヨビオコス	5.上級前半	動詞1類	動詞-一般	和語
18551	呼び掛ける	ヨビカケル	4.中級後半	動詞2類	動詞-一般	和語
18552	予備軍	ヨビグン	5.上級前半	名詞	名詞-普通名詞-一般 and 名詞-普通名詞-一般	漢語
18553	予備校	ヨビコウ	4.中級後半	名詞	名詞-普通名詞-一般 and 接尾辞-名詞的-一般	漢語
18554	呼び込む	ヨビコム	5.上級前半	動詞1類	動詞-一般	和語
18555	呼び捨て	ヨビステ	4.中級後半	名詞	名詞-普通名詞-一般	和語
18557	呼び出し	ヨビダシ	4.中級後半	名詞	名詞-普通名詞-一般	和語
18558	呼び出す	ヨビダス	4.中級後半	動詞1類	動詞-一般	和語
18559	予備知識	ヨビチシキ	5.上級前半	名詞	名詞-普通名詞-一般 and 名詞-普通名詞-一般	漢語
18560	呼び止める	ヨビトメル	4.中級後半	動詞2類	動詞-一般	和語
18561	呼び名	ヨビナ	4.中級後半	名詞	名詞-普通名詞-一般	和語
18562	呼び戻す	ヨビモドス	5.上級前半	動詞1類	動詞-一般	和語
18563	呼ぶ	ヨブ	2.初級後半	動詞1類	動詞-一般	和語
18564	夜更かし	ヨフカシ	4.中級後半	名詞	名詞-普通名詞-サ変可能	和語
18565	余分	ヨブン	4.中級後半	名詞	名詞-普通名詞-形状詞可能	漢語
18566	予報	ヨホウ	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
18567	予防	ヨボウ	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
18568	予防接種	ヨボウセッシュ	5.上級前半	名詞	名詞-普通名詞-サ変可能 and 名詞-普通名詞-サ変可能	漢語
18569	余程	ヨホド	5.上級前半	名詞	副詞	和語
18570	よぼよぼ	ヨボヨボ	5.上級前半	名詞	副詞	和語
18571	読み	ヨミ	3.中級前半	名詞	名詞-普通名詞-一般	和語
18572	読み上げる	ヨミアゲル	5.上級前半	動詞2類	動詞-一般	和語
18573	読み返す	ヨミカエス	5.上級前半	動詞1類	動詞-一般	和語
18575	よみがえる	ヨミガエル	5.上級前半	動詞1類	動詞-一般	和語
18576	読み書き	ヨミカキ	4.中級後半	名詞	名詞-普通名詞-一般	和語
18577	読み切り	ヨミキリ	5.上級前半	名詞	名詞-普通名詞-一般	和語
18578	読み込む	ヨミコム	5.上級前半	動詞1類	動詞-一般	和語
18579	夜店	ヨミセ	4.中級後半	名詞	名詞-普通名詞-一般	和語
18580	夜道	ヨミチ	4.中級後半	名詞	名詞-普通名詞-一般	和語
18581	読み手	ヨミテ	4.中級後半	名詞	名詞-普通名詞-一般	和語
18582	読み取る	ヨミトル	4.中級後半	動詞1類	動詞-一般	和語
18583	読み物	ヨミモノ	4.中級後半	名詞	名詞-普通名詞-一般	和語
18584	読む	ヨム	1.初級前半	動詞1類	動詞-一般	和語
18585	嫁	ヨメ	4.中級後半	名詞	名詞-普通名詞-一般	和語
18586	嫁入り	ヨメイリ	5.上級前半	名詞	名詞-普通名詞-一般	和語
18587	嫁入り道具	ヨメイリドウグ	5.上級前半	名詞	名詞-普通名詞-一般 and 名詞-普通名詞-一般	混種語
18588	予約	ヨヤク	3.中級前半	名詞	名詞-普通名詞-サ変可能	漢語
18589	余裕	ヨユウ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
18591	より	ヨリ	4.中級後半	副詞	副詞	和語
18592	寄り	ヨリ	4.中級後半	接尾辞	接尾辞-名詞的-一般	和語
18594	寄り掛かる	ヨリカカル	5.上級前半	動詞1類	動詞-一般	和語
18595	寄り添う	ヨリソウ	5.上級前半	動詞1類	動詞-一般	和語
18596	余力	ヨリョク	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18599	夜	ヨル	1.初級前半	名詞	名詞-普通名詞-副詞可能	和語
18602	寄る	ヨル	3.中級前半	動詞1類	動詞-一般	和語
18598	よる	ヨル	4.中級後半	動詞1類	動詞-一般	和語
18601	因る	ヨル	4.中級後半	動詞1類	動詞-一般	和語
18605	よれよれ	ヨレヨレ	5.上級前半	ナ形容詞	形状詞-一般	和語
18606	よろい	ヨロイ	6.上級後半	名詞	名詞-普通名詞-一般	和語
18607	喜ばしい	ヨロコバシイ	5.上級前半	イ形容詞	形容詞-一般	和語
18608	喜び	ヨロコビ	4.中級後半	名詞	名詞-普通名詞-一般	和語
18609	喜ぶ	ヨロコブ	3.中級前半	動詞1類	動詞-一般	和語
18611	よろしい	ヨロシイ	4.中級後半	イ形容詞	形容詞-一般	和語
18613	よろしく	ヨロシク	2.初級後半	副詞	副詞	和語
18614	よろず	ヨロズ	6.上級後半	名詞	名詞-普通名詞-副詞可能	和語
18615	よろよろ	ヨロヨロ	5.上級前半	動詞3類	副詞	和語
18616	世論	ヨロン	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18617	弱い	ヨワイ	2.初級後半	イ形容詞	形容詞-一般	和語
18618	弱気	ヨワキ	4.中級後半	名詞	名詞-普通名詞-形状詞可能	混種語
18619	世渡り	ヨワタリ	5.上級前半	名詞	名詞-普通名詞-一般	和語
18621	弱火	ヨワビ	4.中級後半	名詞	名詞-普通名詞-一般	和語
18622	弱まる	ヨワマル	4.中級後半	動詞1類	動詞-一般	和語
18624	弱み	ヨワミ	5.上級前半	名詞	名詞-普通名詞-一般	和語
18625	弱虫	ヨワムシ	5.上級前半	名詞	名詞-普通名詞-一般	和語
18626	弱める	ヨワメル	4.中級後半	動詞2類	動詞-一般	和語
18627	弱々しい	ヨワヨワシイ	5.上級前半	イ形容詞	形容詞-一般	和語
18628	弱る	ヨワル	5.上級前半	動詞1類	動詞-一般	和語
18629	四	ヨン	1.初級前半	名詞	名詞-数詞	漢語
18635	ら	ラ	4.中級後半	接尾辞	接尾辞-名詞的-一般	漢語
18640	ラード	ラード	5.上級前半	名詞	名詞-普通名詞-一般	外来語
18641	ラーメン	ラーメン	2.初級後半	名詞	名詞-普通名詞-一般	外来語
18642	来	ライ	4.中級後半	接頭辞	接尾辞-名詞的-副詞可能	漢語
18643	来	ライ	4.中級後半	接頭辞	接頭辞	漢語
18644	ライオン	ライオン	2.初級後半	名詞	名詞-普通名詞-一般	外来語
18645	来客	ライキャク	4.中級後半	名詞	名詞-普通名詞-一般	漢語
18646	来月	ライゲツ	1.初級前半	名詞	名詞-普通名詞-副詞可能	漢語
18647	来週	ライシュウ	1.初級前半	名詞	名詞-普通名詞-副詞可能	漢語
18648	来春	ライシュン	4.中級後半	名詞	名詞-普通名詞-副詞可能	漢語
18649	ライス	ライス	3.中級前半	名詞	名詞-普通名詞-一般	外来語
18650	来世	ライセ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18651	ライセンス	ライセンス	5.上級前半	名詞	名詞-普通名詞-一般	外来語
18653	ライダー	ライダー	4.中級後半	名詞	名詞-普通名詞-一般	外来語
18654	来店	ライテン	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
18655	ライト	ライト	3.中級前半	名詞	名詞-固有名詞-人名-一般	外来語
18656	来日	ライニチ	3.中級前半	名詞	名詞-普通名詞-サ変可能	漢語
18657	来年	ライネン	1.初級前半	名詞	名詞-普通名詞-副詞可能	漢語
18658	ライバル	ライバル	4.中級後半	名詞	名詞-普通名詞-一般	外来語
18659	来賓	ライヒン	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18660	ライフ	ライフ	4.中級後半	接頭辞・名詞	名詞-普通名詞-一般	外来語
18661	ライブ	ライブ	4.中級後半	名詞	名詞-普通名詞-一般	外来語
18662	ライフスタイル	ライフスタイル	4.中級後半	名詞	名詞-普通名詞-一般	外来語
18663	ライブハウス	ライブハウス	5.上級前半	名詞	名詞-普通名詞-一般 and 名詞-普通名詞-一般	外来語
18664	ライフライン	ライフライン	5.上級前半	名詞	名詞-普通名詞-一般	外来語
18665	ライブラリー	ライブラリー	4.中級後半	名詞	名詞-普通名詞-一般	外来語
18666	ライフル	ライフル	5.上級前半	名詞	名詞-普通名詞-一般	外来語
18667	来訪	ライホウ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
18668	ライン	ライン	4.中級後半	名詞	名詞-普通名詞-一般	外来語
18669	ラウンジ	ラウンジ	5.上級前半	名詞	名詞-普通名詞-一般	外来語
18670	ラウンド	ラウンド	5.上級前半	名詞	名詞-普通名詞-一般	外来語
18671	楽	ラク	3.中級前半	名詞	名詞-普通名詞-形状詞可能	漢語
18672	楽園	ラクエン	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18674	落書き	ラクガキ	5.上級前半	名詞	名詞-普通名詞-サ変可能	混種語
18675	落語	ラクゴ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18676	落語家	ラクゴカ	5.上級前半	名詞	名詞-普通名詞-一般 and 接尾辞-名詞的-一般	漢語
18677	落札	ラクサツ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
18678	楽勝	ラクショウ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
18679	落石	ラクセキ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
18680	落選	ラクセン	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
18682	楽天	ラクテン	6.上級後半	名詞	名詞-普通名詞-一般	漢語
18683	楽天的	ラクテンテキ	5.上級前半	名詞	名詞-普通名詞-一般 and 接尾辞-形状詞的	漢語
18685	ラグビー	ラグビー	4.中級後半	名詞	名詞-普通名詞-一般	外来語
18686	落葉	ラクヨウ	6.上級後半	名詞	名詞-普通名詞-サ変可能	漢語
18687	落葉樹	ラクヨウジュ	5.上級前半	名詞	名詞-普通名詞-サ変可能 and 接尾辞-名詞的-一般	漢語
18688	ラケット	ラケット	4.中級後半	名詞	名詞-普通名詞-一般	外来語
18689	ラジオ	ラジオ	2.初級後半	名詞	名詞-普通名詞-一般	外来語
18690	ラジオ体操	ラジオタイソウ	4.中級後半	名詞	名詞-普通名詞-一般 and 名詞-普通名詞-サ変可能	混種語
18691	ラジカセ	ラジカセ	3.中級前半	名詞	名詞-普通名詞-一般	外来語
18692	ラジコン	ラジコン	5.上級前半	名詞	名詞-普通名詞-一般	外来語
18693	羅針盤	ラシンバン	6.上級後半	名詞	名詞-普通名詞-一般 and 名詞-普通名詞-一般	漢語
18694	ラスト	ラスト	4.中級後半	名詞	名詞-普通名詞-一般	外来語
18696	拉致	ラチ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
18697	落下	ラッカ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
18698	落花生	ラッカセイ	6.上級後半	名詞	名詞-普通名詞-一般 and 接尾辞-名詞的-一般	漢語
18699	楽観	ラッカン	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
18700	楽観的	ラッカンテキ	5.上級前半	ナ形容詞	名詞-普通名詞-サ変可能 and 接尾辞-形状詞的	漢語
18701	ラッキー	ラッキー	4.中級後半	ナ形容詞	名詞-普通名詞-形状詞可能	外来語
18702	らっきょう	ラッキョウ	6.上級後半	名詞	名詞-普通名詞-一般	和語
18703	ラッシュ	ラッシュ	4.中級後半	名詞	名詞-普通名詞-一般	外来語
18704	らっぱ	ラッパ	6.上級後半	名詞	名詞-普通名詞-一般	漢語
18705	ラテン	ラテン	5.上級前半	名詞	名詞-普通名詞-一般	外来語
18706	ラテン語	ラテンゴ	5.上級前半	名詞	名詞-普通名詞-一般 and 名詞-普通名詞-一般	混種語
18707	ラベル	ラベル	4.中級後半	名詞	名詞-普通名詞-一般	外来語
18708	ラベンダー	ラベンダー	4.中級後半	名詞	名詞-普通名詞-一般	外来語
18709	ラリー	ラリー	6.上級後半	名詞	名詞-普通名詞-一般	外来語
18710	羅列	ラレツ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
18711	欄	ラン	4.中級後半	名詞	名詞-普通名詞-一般	漢語
18717	卵	ラン	4.中級後半	接尾辞	接尾辞-名詞的-一般	漢語
18712	乱	ラン	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18713	蘭	ラン	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18714	乱	ラン	5.上級前半	接頭辞	接頭辞	漢語
18715	ラン	ラン	5.上級前半	名詞	名詞-普通名詞-サ変可能	外来語
18718	卵黄	ランオウ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18719	ランキング	ランキング	4.中級後半	名詞	名詞-普通名詞-サ変可能	外来語
18720	ランク	ランク	4.中級後半	名詞	名詞-普通名詞-サ変可能	外来語
18721	卵巣	ランソウ	6.上級後半	名詞	名詞-普通名詞-一般	漢語
18722	ランダム	ランダム	5.上級前半	名詞	名詞-普通名詞-形状詞可能	外来語
20100	ランチ	ランチ	5.上級前半	名詞	名詞-普通名詞-一般	外来語
18723	乱闘	ラントウ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
18724	ランドセル	ランドセル	4.中級後半	名詞	名詞-普通名詞-一般	外来語
18725	ランドリー	ランドリー	4.中級後半	名詞	名詞-普通名詞-一般	外来語
18726	ランナー	ランナー	4.中級後半	名詞	名詞-普通名詞-一般	外来語
18727	ランニング	ランニング	3.中級前半	名詞	名詞-普通名詞-一般	外来語
18728	卵白	ランパク	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18729	乱暴	ランボウ	4.中級後半	名詞	名詞-普通名詞-サ変形状詞可能	漢語
18730	乱用	ランヨウ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
18731	利	リ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18732	里	リ	5.上級前半	接尾辞	接尾辞-名詞的-助数詞	漢語
18733	裏	リ	5.上級前半	接尾辞	接尾辞-名詞的-一般	漢語
18734	リアクション	リアクション	5.上級前半	名詞	名詞-普通名詞-一般	外来語
18735	リアリティー	リアリティー	5.上級前半	名詞	名詞-普通名詞-一般	外来語
18736	リアル	リアル	5.上級前半	ナ形容詞	名詞-普通名詞-形状詞可能	外来語
18737	リーグ	リーグ	5.上級前半	名詞	名詞-普通名詞-一般	外来語
18738	リーグ戦	リーグセン	5.上級前半	名詞	名詞-普通名詞-一般 and 接尾辞-名詞的-一般	混種語
18739	リーダーシップ	リーダーシップ	4.中級後半	名詞	名詞-普通名詞-一般	外来語
18740	利益	リエキ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
18741	理科	リカ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
18742	理解	リカイ	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
18743	利害	リガイ	4.中級後半	名詞	名詞-普通名詞-一般	漢語
18744	力士	リキシ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18745	力説	リキセツ	5.上級前半	名詞	名詞-普通名詞-サ変可能	漢語
18746	リキッド	リキッド	5.上級前半	名詞	名詞-普通名詞-一般	外来語
18747	リキュール	リキュール	6.上級後半	名詞	名詞-普通名詞-一般	外来語
18748	力量	リキリョウ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18749	陸	リク	4.中級後半	名詞	名詞-普通名詞-一般	漢語
18750	リクエスト	リクエスト	4.中級後半	名詞	名詞-普通名詞-サ変可能	外来語
18751	陸軍	リクグン	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18752	陸上	リクジョウ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18753	陸地	リクチ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18754	理屈	リクツ	5.上級前半	名詞	名詞-普通名詞-一般	漢語
18755	リクルート	リクルート	5.上級前半	名詞	名詞-普通名詞-サ変可能	外来語
18757	利口	リコウ	4.中級後半	名詞	形状詞-一般	漢語
18758	リコール	リコール	5.上級前半	名詞	名詞-普通名詞-サ変可能	外来語
18759	離婚	リコン	4.中級後半	名詞	名詞-普通名詞-サ変可能	漢語
18760	リサーチ	リサーチ	4.中級後半	名詞	名詞-普通名詞-サ変可能	外来語
18761	リザーブ	リザーブ	5.上級前半	名詞	名詞-普通名詞-サ変可能	外来語
18762	リサイクル	リサイクル	4.中級後半	名詞	名詞-普通名詞-サ変可能	外来語
